,08031000_event_rainfall,08029500_event_rainfall,08025500_event_rainfall,08041300_event_rainfall,08011000_event_rainfall,08010000_event_rainfall,07376000_event_rainfall,07376500_event_rainfall,07375960_event_rainfall,07375800_event_rainfall,07378000_event_rainfall,07377240_event_rainfall,07377782_event_rainfall,07377500_event_rainfall,07375000_event_rainfall,08014800_event_rainfall,02481000_event_rainfall,02492343_event_rainfall,02492360_event_rainfall,07382000_event_rainfall,07383500_event_rainfall,07375280_event_rainfall,02488700_event_rainfall,02487900_event_rainfall,02485700_event_rainfall
1997-08-09 00:00:00+00:00,,,4.3457417,,,,1.829251,,,,,,,,,,,,,3.8967285,4.176086,,,,
1997-08-10 00:00:00+00:00,,,,,,,,0.66866666,,,1.0818746,,,1.7939146,,,1.5720518,2.3745174,2.5252807,,,1.869965,,,
1997-08-13 00:00:00+00:00,,0.038905706,,,,,,,,,,,,,,,,,,,,,,,4.650354
1997-08-14 00:00:00+00:00,,,,,,0.023609525,,,,,0.1405644,,,,,,,,,,,,,,
1997-08-16 00:00:00+00:00,,,,,,,1.3610954,,,,,,,,,,,,,0.032292407,0.26384586,1.3117594,,,
1997-08-17 00:00:00+00:00,,,,,,,,1.0699109,,,0.51327217,,,0.96072865,,,,,,,,,,,
1997-08-18 00:00:00+00:00,,,,,,0.3108024,,,,,,,,,,,,,,1.0593458,0.3030634,,,,
1997-08-20 00:00:00+00:00,,,,,,0.3978119,0.14157416,0.23064789,,,1.2224671,,,0.13471858,,,,2.018686,2.0193293,0.28286755,0.37476915,0.073200926,1.522418,,3.3661041
1997-08-22 00:00:00+00:00,,2.8312528,4.3948617,,,1.3195143,,0.051596243,,,,,,,,,,,,1.4076446,1.0123833,,,,
1997-08-30 00:00:00+00:00,,,,,,,0.5354978,,,,,,,,,,,,,,,1.1268225,,,
1997-08-31 00:00:00+00:00,,,,,,0.90306425,,0.8153475,,,0.9883114,,,0.9428921,,,,1.8282156,2.6727967,0.17797899,0.21911189,,0.3467864,,0.08758333
1997-09-02 00:00:00+00:00,,1.6376947,0.4129015,,,0.3645,0.023829663,,,,1.2355812,,,0.7470452,,,,,,1.3068335,1.3421267,,,,
1997-09-05 00:00:00+00:00,,,,,,,0.39180762,,,,0.47937068,,,0.39765579,,,,,,,,,,,
1997-09-06 00:00:00+00:00,,,,,,1.648269,,0.027755868,,,,,,,,,,,,0.25353152,0.20573238,,,,
1997-09-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,2.1343124
1997-09-09 00:00:00+00:00,,0.99082124,,,,,1.1883509,0.15507044,,,0.49276146,,,0.9476558,,,0.022189654,0.34572154,0.5501551,0.052021004,0.4870235,2.0156822,1.9454365,,
1997-09-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,1.4243635,0.75531375,,,,
1997-09-22 00:00:00+00:00,,5.275779,,,,2.0780976,,,,,,,,,,,,,,,,,,,
1997-09-23 00:00:00+00:00,,,,,,,,,,,1.1613528,,,,,,,,,4.968441,4.1452436,,,,
1997-09-24 00:00:00+00:00,,,0.67081535,,,2.1778998,1.4910176,1.5030987,,,,,,1.480696,,,1.28675,1.1385373,1.138153,,,1.3124088,1.5359225,,4.006417
1997-10-01 00:00:00+00:00,,,,,,,,,,,0.022231802,,,,,,,,,,,,,,
1997-10-06 00:00:00+00:00,,1.1326452,,,,,0.029922172,,,,0.028269878,,,0.0609397,,,,,,,,,,,
1997-10-07 00:00:00+00:00,,,,,,0.0034952383,,,,,,,,,,,,,,,,,,,
1997-10-08 00:00:00+00:00,,1.5159951,,,,,,,,,,,,,,,0.6560689,0.34624314,0.22242558,,,,,,
1997-10-12 00:00:00+00:00,,5.1617293,4.820628,,,3.0210574,,,,,,,,,,,6.205194,6.0984864,5.5732284,2.1990695,2.1566558,,,,
1997-10-13 00:00:00+00:00,,,,,,,2.4394593,2.8468595,,,1.9599518,,,2.1518693,,,,,,,,2.885229,4.4465756,,3.8640208
1997-10-14 00:00:00+00:00,,,,,,,,,,,,,,,,,1.7606294,,,,,,,,
1997-10-21 00:00:00+00:00,,,,,,,0.515069,0.17899531,,,0.19051848,,,0.3956181,,,0.7321595,0.4541412,0.54166245,,0.032251954,2.1233084,0.5834737,,0.6014584
1997-10-23 00:00:00+00:00,,4.4299383,6.5069723,,,2.5882597,3.0844626,4.0521927,,,2.751317,,,2.778254,,,2.4367974,1.6409725,1.4419099,7.399965,6.613884,3.8051682,2.396025,,4.451333
1997-10-25 00:00:00+00:00,,,,,,2.4324906,2.535383,1.5058873,,,3.8342004,,,4.3537936,,,3.143711,1.9982471,1.9169079,,1.0296048,2.3972242,6.8930244,,3.3178544
1997-10-26 00:00:00+00:00,,0.09084616,,,,,,,,,,,,,,,,,,,,,,,
1997-10-30 00:00:00+00:00,,0.23717122,0.17916502,,,,,,,,0.4570672,,,0.4646558,,,,,,,0.029158842,,,,1.3030626
1997-10-31 00:00:00+00:00,,,,,,,1.2881527,1.727446,,,,,,,,,1.17425,1.6793724,1.7609432,,,1.0943972,1.0323282,,
1997-11-01 00:00:00+00:00,,,,,,,,,,,0.29143113,,,0.2470628,,,,,,,,,,,0.8214167
1997-11-04 00:00:00+00:00,,1.3303201,0.7922808,,,0.33423096,,,,,,,,,,,,,,0.651777,0.46211424,,,,
1997-11-05 00:00:00+00:00,,,,,,,0.14988548,0.41171828,,,0.17409742,,,0.164098,,,0.37954742,,0.38368347,,,0.086359814,0.0015603715,,0.50527084
1997-11-09 00:00:00+00:00,,1.6237246,,,,0.93496907,0.30523202,,,,0.2764457,,,0.43406788,,,,,,1.0538595,,0.47718924,0.010266254,,
1997-11-10 00:00:00+00:00,,,0.7198621,,,,,4.213099,,,,,,,,,,,2.37326,,,,,,0.26502085
1997-11-11 00:00:00+00:00,,2.6588411,,,,4.1555686,6.7729883,,,,5.676425,,,3.848259,,,7.2594995,,,3.952575,,4.681941,3.1276345,,
1997-11-12 00:00:00+00:00,,,1.9274555,,,,,4.0785255,,,,,,,,,,,4.702591,,,,,,1.6938126
1997-11-15 00:00:00+00:00,,0.52387345,0.47034478,,,0.013092856,0.012625551,0.07505634,,,,,,,,,0.076715514,,,0.16544911,,,0.007012383,,
1997-11-17 00:00:00+00:00,,1.8681637,,,,1.5504786,,,,,,,,,,,,,,,,,,,
1997-11-18 00:00:00+00:00,,,1.7141823,,,,1.3177122,1.3351127,,,1.8655186,,,2.1631281,,,0.801431,0.919353,0.7043019,1.8687642,2.090028,1.0878738,0.67527556,,0.30127084
1997-11-20 00:00:00+00:00,,,,,,2.7413619,,,,,2.9526145,,,3.2437966,,,,,,0.8608208,,4.264505,,,
1997-11-21 00:00:00+00:00,,,,,,,3.068552,3.1298122,,,,,,,,,3.8104262,4.1557055,4.108543,,0.2639006,,5.1036963,,2.032125
1997-11-28 00:00:00+00:00,,4.461521,4.328473,,,3.09035,4.096107,2.8534884,,,5.185918,,,4.902784,,,10.8180685,7.3828864,6.1092176,5.7950387,6.1078663,4.6713037,3.6634948,,5.699125
1997-12-02 00:00:00+00:00,,3.6453824,2.939364,,,1.3927238,,,,,,,,,,,,,,2.4540048,2.88145,,,,
1997-12-03 00:00:00+00:00,,,,,,,0.49270192,0.4763568,,,0.18619373,,,,,,2.35503,1.3046235,1.1030586,,,0.74250233,0.9961548,,1.031125
1997-12-07 00:00:00+00:00,,1.6194766,1.7670616,,,2.0566595,1.2018281,0.70853984,,,2.0586953,,,2.604294,,,1.5427673,1.5880746,1.6567504,2.0828335,1.8663632,2.7326963,1.3852074,,1.1373959
1997-12-09 00:00:00+00:00,,,,,,0.2538095,0.18941411,0.105807506,,,0.27064055,,,0.47500247,,,,,,0.21317932,0.2080806,,,,0.30314586
1997-12-12 00:00:00+00:00,,,,,,,,,,,,,,,,,0.2703836,0.1712196,0.15161636,,,,,,
1997-12-13 00:00:00+00:00,,,0.047660097,,,,,,,,,,,,,,,,,,,,,,
1997-12-14 00:00:00+00:00,,,,,,,,,,,,,,0.09180151,,,,,,,,,0.43880805,,0.9547291
1997-12-20 00:00:00+00:00,,8.397202,7.361458,,,3.3642998,5.103579,5.283798,,,7.6539025,,,5.03148,,,1.4127973,1.3849452,1.7239538,3.9062455,4.297703,4.1284018,3.9056008,,4.940229
1997-12-22 00:00:00+00:00,,5.63434,5.288889,,,5.7455378,4.884208,,,,,,,6.188711,,,2.6412976,2.6333294,3.2258384,7.055879,7.0624185,6.535498,,,
1997-12-23 00:00:00+00:00,,,,,,,,3.0244882,,,3.853468,,,,,,,,,,,,7.6067123,,8.62475
1997-12-26 00:00:00+00:00,,,0.5625247,,,2.220581,2.043091,2.099108,,,2.8056026,,,3.0992665,,,1.0795906,1.7664667,2.1437337,0.91080445,0.6513138,2.6267266,1.872068,,0.90500003
1997-12-28 00:00:00+00:00,,,,,,,,0.13292488,,,,,,,,,,,,,,,0.71967494,,0.56039584
1998-01-04 00:00:00+00:00,,,2.6908348,,,7.24705,6.15848,6.4995217,,,6.2444487,,,,7.2594824,,7.687293,6.703227,,5.440381,4.072271,6.304774,4.859765,,5.0713754
1998-01-06 00:00:00+00:00,,,12.261187,,,,,10.291455,,,9.712262,,,,12.412353,,,,,11.674961,11.191552,,10.977359,,5.388729
1998-01-11 00:00:00+00:00,,,2.9639533,,,10.740661,8.288219,9.905531,,,8.059546,,,,10.020747,,9.799319,8.508287,,10.801806,3.5003638,4.151928,4.8771114,,2.7149372
1998-01-14 00:00:00+00:00,,,0.7951108,,,,1.6416374,2.1278028,,,1.7157313,,,,2.1577437,,3.001082,,,,,0.99556065,1.1032631,,1.9641876
1998-01-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,0.0049579437,0.35646746,,
1998-01-20 00:00:00+00:00,,,4.284475,,,,,,,,,,,,,,,,,,,,,,
1998-01-21 00:00:00+00:00,,,,,,7.2891436,8.448479,7.706752,,,,,,,7.5979333,,5.4297585,4.8686433,,5.7779226,5.963815,7.222196,6.033489,,
1998-01-25 00:00:00+00:00,,,0.16761084,,,1.7578024,2.9092891,3.2889152,,,2.5857131,,,,4.115492,,4.44366,5.4425726,,,0.6993208,3.8624349,2.39461,,
1998-01-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,1.6172917
1998-01-31 00:00:00+00:00,,,2.27034,,,,,,,,,,,,,,,,,0.0024636511,0.15421519,,,,
1998-02-01 00:00:00+00:00,,,,,,0.47939286,0.41708666,0.57499063,,,0.41055432,,,,0.73178995,,2.3474698,1.9392116,,,,0.5246495,1.773576,,2.8455417
1998-02-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,0.3179919,0.42060485,,,,
1998-02-09 00:00:00+00:00,,,,,,,3.1119926,,,,3.17898,,,,3.7926095,,,,,,,4.1697917,,,
1998-02-10 00:00:00+00:00,,,,,,3.5010548,,3.1066058,,,,,,,,,2.343349,2.6579175,,3.6131635,3.631518,,4.1939135,,3.7058125
1998-02-14 00:00:00+00:00,,,,,,2.4412405,,,,,3.5558712,,,,,,,,,2.2448258,3.1895838,,,,
1998-02-15 00:00:00+00:00,,,3.1528742,,,,5.2632275,5.1581926,,,,,,,4.6421304,,5.6721554,5.248063,,,,5.023201,3.4402785,,4.1860414
1998-02-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,1.7325608,1.3850893,,,,
1998-02-19 00:00:00+00:00,,,0.23279063,,,0.4112119,,0.33339435,,,0.40392834,,,,0.16168487,,0.058784485,0.0056627453,,0.7727996,0.77011186,0.8880514,0.20786068,,
1998-02-21 00:00:00+00:00,,,2.2801628,,,5.1906023,3.6485755,3.4704037,,,5.0653844,,,,3.87742,,1.9961164,2.117651,,4.635011,4.251942,2.2550912,1.66209,,
1998-02-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,2.9472291
1998-02-25 00:00:00+00:00,,,4.342532,,,,,,,,4.059951,,,,,,1.5769613,,,2.5910516,2.6886415,,,,
1998-02-26 00:00:00+00:00,,,,,,2.2119524,3.0146446,2.2080376,,,,,,,2.7986977,,,2.1772625,,,,3.7852173,4.807328,,2.4179788
1998-03-04 00:00:00+00:00,,,,,,,,0.30384976,,,,,,,0.34486976,,2.7813404,0.73421174,,,,0.9024275,0.69109595,,
1998-03-05 00:00:00+00:00,,,,,,,2.6334803,,,,2.0385923,,,,,,,,,,,,,,3.0458126
1998-03-06 00:00:00+00:00,,,3.4571404,,,3.5791097,,10.168985,,,,,,,10.12711,,13.490122,16.129078,,4.7986135,,7.9840865,8.649591,,
1998-03-07 00:00:00+00:00,,,,,,,5.2399545,,,,2.4682674,,,,,,,,,,3.9767776,,,,5.0396457
1998-03-08 00:00:00+00:00,,,1.7353595,,,,,,,,,,,,,,,,,,,,,,
1998-03-16 00:00:00+00:00,,,4.580554,,,5.245557,6.979715,6.32838,,,6.079349,,,,9.336756,,5.8911333,4.952612,,5.901567,5.612693,5.816708,6.319709,,5.3458123
1998-03-18 00:00:00+00:00,,,,,,,,,,,,,,,,,3.0047543,,,,,0.5130561,,,
1998-03-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,0.33538082,,0.5467709
1998-03-30 00:00:00+00:00,,,,,,,,,,,,,,,0.050907563,,,,,,,,,,
1998-03-31 00:00:00+00:00,,,,,,0.28673333,0.14149046,0.48146948,,,1.9687726,,,,,,,1.0911529,,0.38910016,0.4528834,1.8901075,2.0573282,,3.0830417
1998-04-02 00:00:00+00:00,,,,,,0.28050476,1.2547988,0.79539907,,,0.65049833,,,,,,,0.7908353,,0.34930855,0.37275118,1.7240492,1.3847865,,0.5050833
1998-04-08 00:00:00+00:00,,,,,,,,,,,0.01981187,,,,,,0.27269828,0.121301964,,,,,,,0.19764581
1998-04-13 00:00:00+00:00,,,0.77018225,,,,0.098693095,0.10460093,,,0.16728668,,,,0.2299706,,0.061620694,,,0.21161552,0.05739828,0.1874416,0.1943034,,1.0331042
1998-04-16 00:00:00+00:00,,,,,,,,,,,,,,,,,2.0646465,,,,1.4756315,4.249972,,,1.9524167
1998-04-17 00:00:00+00:00,,,2.871872,,,3.4571712,3.9694774,1.9970093,,,6.32251,,,,3.0120254,,,1.9905841,,4.323974,,,4.9520187,,
1998-04-18 00:00:00+00:00,,,,,,,,,,,,,,,,,1.4219525,,,,2.6467817,2.4328063,,,2.7224793
1998-04-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,0.17480186,,0.38237503
1998-04-27 00:00:00+00:00,,,1.6654335,,,6.846452,11.298956,13.110164,,,9.410558,,,,11.876945,,9.416185,6.466455,,5.4860325,5.1269255,7.6276026,5.565322,,4.0021873
1998-04-29 00:00:00+00:00,,,0.18986206,,,,,,,,,,,,,,,,,,,,,,
1998-04-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,0.22295561,,,0.38872916
1998-05-02 00:00:00+00:00,,,0.055381775,,,,,,,,,,,,,,,,,,,,,,
1998-05-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,0.028656542,0.5197988,,0.098270826
1998-05-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,0.40134674,,
1998-05-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,0.28504312,,,,,,,
1998-05-28 00:00:00+00:00,,,,,,,1.5138061,1.3714131,,,1.0107312,,,,1.2842815,,0.9303707,,,,,1.6403925,1.2663405,,
1998-05-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,1.195702,,,,,,,3.4975834
1998-06-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,4.551396
1998-06-05 00:00:00+00:00,,,3.41248,,,2.7228072,3.4521644,3.471498,,,3.4201157,,,,2.1588655,,5.1354227,3.2034237,,3.2053185,3.7002635,1.8853785,4.170511,,
1998-06-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,1.5025833
1998-06-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,0.9607585,,
1998-06-15 00:00:00+00:00,,,0.5809261,,,,,,,,,,,,,,,,,,,,,,2.3226876
1998-06-20 00:00:00+00:00,,,,,,,,,,,,,,,,,0.2956983,0.031733334,,,,,,,
1998-06-21 00:00:00+00:00,,,,,,,0.18943907,0.20951173,,,1.3983302,,,,0.07202101,,,,,,,,,,
1998-06-22 00:00:00+00:00,,,0.31449506,,,,,,,,,,,,,,,,,,,,,,
1998-06-23 00:00:00+00:00,,,,,,0.24896908,,,,,,,,,,,,,,,,,,,
1998-06-24 00:00:00+00:00,,,0.009576355,,,,0.40842143,,,,1.0616294,,,,,,,,,,,,,,
1998-06-25 00:00:00+00:00,,,,,,0.9453357,,1.3299296,,,,,,,1.1484159,,,1.1592588,,,,,,,
1998-06-26 00:00:00+00:00,,,0.8650616,,,,1.1306989,,,,0.96985215,,,,,,0.28879744,,,0.85588694,,0.46102566,,,
1998-06-27 00:00:00+00:00,,,,,,1.5946429,,0.6059531,,,,,,,,,,,,,,,,,
1998-06-28 00:00:00+00:00,,,0.25866008,,,,,,,,,,,,0.071689084,,,0.16334902,,1.0136106,,,,,
1998-07-01 00:00:00+00:00,,,0.0017389162,,,,1.245116,1.2311503,,,0.43386564,,,,0.91110927,,2.554108,2.0437646,,1.432512,1.7778803,2.7362895,1.7254674,,1.8356667
1998-07-02 00:00:00+00:00,,,,,,0.71835953,,,,,,,,,,,,,,,,,,,
1998-07-03 00:00:00+00:00,,,0.63954675,,,,,,,,0.3061971,,,,,,,,,0.60155094,0.81350154,,2.7017493,,1.0771667
1998-07-05 00:00:00+00:00,,,,,,,1.9219487,1.3478028,,,0.5235733,,,,1.2199706,,1.431569,1.4666313,,,,1.7333527,,,
1998-07-07 00:00:00+00:00,,,,,,,,0.7039906,,,,,,,,,,,,,,,,,
1998-07-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,3.872071,,4.4848337
1998-07-10 00:00:00+00:00,,,,,,,2.2703013,0.36395305,,,1.9556719,,,,1.9818319,,1.7494656,3.962098,,,,6.0186286,,,
1998-07-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,2.5203032,,3.3296669
1998-07-12 00:00:00+00:00,,,2.107394,,,,,,,,,,,,,,,,,,,,,,
1998-07-13 00:00:00+00:00,,,,,,6.9094057,3.2899265,5.642483,,,2.3265083,,,,5.2070465,,7.160202,4.416086,,5.4039273,2.9283984,1.6058061,,,2.4214168
1998-07-14 00:00:00+00:00,,,0.6234138,,,,,,,,,,,,,,,,,,,,1.487746,,
1998-07-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,1.1525375,,,
1998-07-16 00:00:00+00:00,,,,,,,0.22503376,0.43250704,,,,,,,0.29532772,,0.56789225,0.83738816,,,,,,,
1998-07-20 00:00:00+00:00,,,,,,,,,,,,,,,,,0.96698266,1.7693489,,,,,0.52361614,,0.10910417
1998-07-21 00:00:00+00:00,,,,,,1.5019763,0.62734514,1.2764554,,,0.81642216,,,,1.5516346,,,,,1.3222878,,,,,
1998-07-22 00:00:00+00:00,,,,,,,,,,,,,,,,,2.4459958,0.9901451,,,,0.36369628,1.4266346,,
1998-07-23 00:00:00+00:00,,,,,,,1.0934185,2.727169,,,0.38931692,,,,2.7553027,,,,,,,,,,
1998-07-24 00:00:00+00:00,,,,,,,,,,,,,,,,,3.6989052,7.408149,,,,3.070874,4.3876624,,4.2476873
1998-07-25 00:00:00+00:00,,,,,,,3.1487432,3.9386806,,,1.3275286,,,,4.5550375,,,,,,,,,,
1998-07-26 00:00:00+00:00,,,,,,,,,,,,,,,,,1.7915646,,,,,0.9473201,1.2015357,,
1998-07-28 00:00:00+00:00,,,,,,,,,,,,,,,0.06362605,,,,,,,,,,
1998-08-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,0.99114114,,,,,,,
1998-08-02 00:00:00+00:00,,,,,,0.06558572,0.69090456,0.2879249,,,0.6362867,,,,0.48197478,,,,,,,1.0724393,,,
1998-08-05 00:00:00+00:00,,,2.1518548,,,,,,,,,,,,,,,,,3.641643,5.5433784,,,,
1998-08-06 00:00:00+00:00,,,,,,1.1966547,0.29387075,,,,0.9567401,,,,0.2424874,,,,,,,0.78996265,1.1072848,,
1998-08-07 00:00:00+00:00,,,2.008559,,,,,,,,,,,,,,,,,2.097281,,,,,
1998-08-08 00:00:00+00:00,,,,,,0.4603262,,,,,,,,,,,0.8714526,0.82910585,,,1.1869006,,,,
1998-08-09 00:00:00+00:00,,,,,,,0.13902643,0.21810329,,,0.23402016,,,,0.4985126,,,,,,,,,,
1998-08-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,1.425651,,,,,2.0888174,,
1998-08-11 00:00:00+00:00,,,,,,,0.9910162,0.60160094,,,0.47522956,,,,,,2.0340474,,,,,3.320729,,,
1998-08-12 00:00:00+00:00,,,4.4674635,,,,,,,,,,,,,,,,,1.1179339,0.77703285,,3.8165975,,0.32670835
1998-08-13 00:00:00+00:00,,,,,,4.939255,2.2121396,,,,1.1669999,,,,2.5508695,,2.2836769,1.2524824,,,,3.3825164,,,
1998-08-14 00:00:00+00:00,,,1.8841699,,,,,2.9127984,,,,,,,,,,,,0.37786263,,,1.708669,,2.4925625
1998-08-15 00:00:00+00:00,,,,,,,1.6356198,,,,0.778701,,,,1.7101848,,1.5123274,1.8010823,,,,,,,
1998-08-16 00:00:00+00:00,,,,,,3.03655,,,,,,,,,,,,,,0.15990147,0.23540612,0.428021,,,
1998-08-18 00:00:00+00:00,,,,,,,,,,,0.46186227,,,,0.3710714,,1.4662586,1.2308393,,,,,,,
1998-08-19 00:00:00+00:00,,,,,,,0.92299414,1.3624178,,,,,,,,,,,,,,,,,
1998-08-20 00:00:00+00:00,,,1.4078128,,,0.725231,,,,,1.2546842,,,,0.4466303,,0.7585259,0.52820003,,1.94052,2.175116,0.29693928,0.29282042,,
1998-08-21 00:00:00+00:00,,,,,,,0.6115242,0.769385,,,,,,,,,,,,,,,,,
1998-08-23 00:00:00+00:00,,,,,,,,,,,0.057941776,,,,1.0598698,,,0.42200786,,,,,,,
1998-08-29 00:00:00+00:00,,,1.2654803,,,,,,,,,,,,,,,,,,,,,,
1998-08-30 00:00:00+00:00,,,,,,0.39847618,0.051461082,,,,1.2288243,,,,,,,,,1.5396948,1.1919781,2.1612663,,,0.2743125
1998-08-31 00:00:00+00:00,,,1.1346699,,,,,0.4834601,,,,,,,0.3859496,,3.2183146,2.2180705,,,,,2.3448484,,
1998-09-01 00:00:00+00:00,,,,,,,0.119120404,,,,,,,,,,,,,,,,,,
1998-09-06 00:00:00+00:00,,,,,,2.4848309,,0.5559343,,,,,,,,,0.2001336,,,,,,,,
1998-09-07 00:00:00+00:00,,,,,,,0.38043612,,,,0.6993001,,,,0.50213444,,,,,0.90481746,0.5541236,0.108123824,,,
1998-09-09 00:00:00+00:00,,,,,,5.4967046,3.089828,4.1466246,,,4.269432,,,,,,4.997319,4.8786745,,,,,,,
1998-09-10 00:00:00+00:00,,,14.925413,,,,,,,,,,,,10.624261,,,,,14.8324375,13.867418,10.026524,5.209161,,
1998-09-11 00:00:00+00:00,,,,,,18.387297,17.226948,20.180012,,,12.010493,,,,,,14.043103,8.362643,,,,,,,6.0025625
1998-09-12 00:00:00+00:00,,,9.006054,,,,,,,,,,,,7.6514792,,,,,12.621497,11.4513855,4.235264,1.7532816,,
1998-09-14 00:00:00+00:00,,,,,,,,,,,0.8713784,,,,,,,,,,,,,,
1998-09-15 00:00:00+00:00,,,0.55642116,,,,,,,,,,,,,,,,,,0.8371065,,,,
1998-09-16 00:00:00+00:00,,,,,,,0.01433627,,,,0.06480739,,,,,,,,,,,,,,
1998-09-17 00:00:00+00:00,,,,,,,,,,,,,,,,,2.8247714,,,,,,,,
1998-09-18 00:00:00+00:00,,,,,,0.18847382,1.1624098,2.1031363,,,0.84009516,,,,2.5493112,,,3.3466904,,,,1.163,2.3093994,,
1998-09-19 00:00:00+00:00,,,,,,,,,,,,,,,,,2.8526552,,,,,,,,
1998-09-20 00:00:00+00:00,,,,,,,1.8753862,1.6484413,,,1.3732039,,,,2.4493234,,,2.2375607,,,,1.8101708,1.5297182,,
1998-09-22 00:00:00+00:00,,,,,,,0.5802364,0.86890143,,,1.2687829,,,,,,1.0532758,2.258843,,,,,,,
1998-09-26 00:00:00+00:00,,,,,,,,,,,,,,,,,16.879436,6.095565,,,,,,,
1998-09-27 00:00:00+00:00,,,,,,,1.9787166,2.4722114,,,0.5810661,,,,3.0496638,,,,,,,1.4810771,3.2830338,,0.0045208335
1998-09-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,3.2990081,,,,,,,
1998-10-02 00:00:00+00:00,,,1.9329506,,,,,,,,,,,,,,,,,4.222554,1.8706236,,2.38113,,
1998-10-03 00:00:00+00:00,,,,,,4.1375813,,,,,0.20014668,,,,,,,,,,,,,,
1998-10-04 00:00:00+00:00,,,,,,,0.17341557,0.38683102,,,,,,,1.1467563,,0.7616379,0.3535294,,,,,0.91008675,,
1998-10-05 00:00:00+00:00,,,3.343047,,,,,,,,,,,,,,,,,3.2723312,2.8060887,,,,
1998-10-06 00:00:00+00:00,,,,,,4.067805,7.8180494,8.098051,,,5.825203,,,,7.5134788,,3.180375,2.7137332,,,,6.2243342,2.813514,,1.6411874
1998-10-15 00:00:00+00:00,,,0.8090049,,,,,0.012159623,,,,,,,0.2275546,,,,,,,,0.07962538,,
1998-10-17 00:00:00+00:00,,,1.4638646,,,,,,,,,,,,,,,,,0.44041038,0.2582668,,,,
1998-10-18 00:00:00+00:00,,,,,,0.18210953,,,,,,,,,,,,,,,,,,,0.50079167
1998-10-19 00:00:00+00:00,,,1.7218424,,,,,,,,,,,,,,,,,0.16475122,0.14647964,,,,
1998-11-01 00:00:00+00:00,,,3.6299357,,,2.9649618,1.1440778,1.3234227,,,0.75433713,,,,1.385542,,,,,3.402884,3.008637,0.79782945,0.8064707,,1.7414793
1998-11-02 00:00:00+00:00,,,,,,,,,,,,,,,,,1.0041853,1.4188588,,,,,,,
1998-11-07 00:00:00+00:00,,,1.3329729,,,,,,,,,,,,,,,,,2.9363503,1.08191,,,,3.061
1998-11-08 00:00:00+00:00,,,,,,0.044797618,,,,,,,,,,,,,,,,,,,
1998-11-09 00:00:00+00:00,,,0.5980886,,,,,,,,,,,,,,2.9622157,,,,1.8653762,,,,
1998-11-10 00:00:00+00:00,,,,,,2.4230404,2.7006063,2.6938684,,,1.9575331,,,,2.453147,,,3.0654273,,1.294034,,2.2982104,2.696489,,2.3941247
1998-11-12 00:00:00+00:00,,,12.471697,,,4.853102,,,,,,,,,,,,,,7.1286936,8.206461,1.4736496,1.8001764,,2.365875
1998-11-13 00:00:00+00:00,,,,,,,3.7924876,4.6311827,,,4.69228,,,,3.7903614,,3.462073,4.2360272,,,,,,,
1998-11-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,3.7775235,5.450712,3.426703,2.7569318,,1.7607085
1998-11-15 00:00:00+00:00,,,,,,,1.1770984,1.3003709,,,,,,,1.1388781,,2.3809743,1.1482391,,,,,,,
1998-11-19 00:00:00+00:00,,,0.4994951,,,0.002504762,,,,,,,,,,,,,,,,,,,1.2944791
1998-11-20 00:00:00+00:00,,,,,,,0.25222027,0.1546479,,,0.6367481,,,,0.1647479,,,0.31009802,,0.24905333,0.07433646,,,,
1998-11-21 00:00:00+00:00,,,,,,0.06845715,,,,,,,,,,,1.7768362,,,,,,,,
1998-11-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,0.27024314,,,,,,,
1998-11-30 00:00:00+00:00,,,,,,,,,,,0.0650056,,,,,,,,,,,,,,
1998-12-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,0.0068271407,,,,,
1998-12-03 00:00:00+00:00,,,,,,,,,,,,,,,,,0.17287931,,,,,,,,
