usgs_site_no,year,days,flow(mm),baseflow(mm),rainfall(mm),ET(mm),ET/day(mm/day),MODIS_ET(mm/day),MODIS_PET(mm/day),DI,Budyko_ET(mm/day),<ET/R>,<Qb/Qf>
02236500,2019,365.0,210.997619349879,153.75578149198046,1450.8069,1239.809244434911,3.396737655986058,2.2662699931124206,4.8438761766281475,1.21864241411764,3.0264374033544663,0.8545653163447731,0.7287086080199826
02236500,2020,365.0,134.71186807457988,102.15630251037544,1419.4117,1284.6998455255787,3.5197256041796674,2.088127728424459,4.857043532680039,1.2489828254318611,2.9916833508957974,0.9050931498296663,0.7583318676407867
02236500,2021,365.0,65.65004366027006,44.26985997324138,1153.2677,1087.6176455677878,2.9797743714185967,2.1917647508992117,4.6853730772174185,1.4828830920130098,2.593675806407432,0.943074747852206,0.6743310058151951
02236500,2022,365.0,218.88343956769802,145.11106982828773,1646.0438,1427.160427543508,3.9100285686123506,2.220032142037193,4.796606719216347,1.063617765088124,3.227222045548161,0.867024563618514,0.6629604784852013
02236500,2023,365.0,81.3046151251823,61.653158264434715,1261.8505,1180.545818224427,3.2343721047244576,2.128483967245734,4.821579551542053,1.3946791531219662,2.7767902675862284,0.9355671309945978,0.7582983840401825
02236605,2006,365.0,103.42387864362294,74.65117638852605,1112.0444,1008.6204966865868,2.763343826538594,2.217274506315602,5.029621063867639,1.6508438267875396,2.5886212152069046,0.9069965787491673,0.7217982671657326
02236605,2008,351.0,23.17370728533557,8.460184673878404,1222.1976,1199.0239858241769,3.4160227516358317,2.185760414448939,4.876126605634802,1.4003630787656136,2.8009798043380814,0.9810393626954177,0.36507687655276666
02236605,2009,365.0,94.8198112575385,51.683844149227845,1227.0133,1132.193509665313,3.1019000264803096,2.187130403842733,4.854876356520193,1.444181462376925,2.7342707624045794,0.9227230906453514,0.54507432005797
02236605,2010,364.0,314.0242320641559,194.49837444782747,1137.8143,823.7901199713665,2.263159670251007,2.29173812488881,4.950211706102118,1.583630133530605,2.622080753711589,0.7240110248987294,0.6193737762507798
02236605,2011,365.0,111.61312761299295,62.824907116777936,1178.6412,1067.0281406403335,2.923364768877626,2.3457285180572853,4.958370396726561,1.5355013387643528,2.681915834170305,0.9053035891129863,0.5628809841671747
02236605,2012,363.0,206.96249319266678,141.02367930791513,1285.972,1079.0095646863042,2.972478139631692,2.236700730963026,4.887218792136825,1.3795482002925108,2.834009222282107,0.839061446263756,0.681397277025613
02236605,2013,365.0,232.5439020968282,144.82364534138955,1116.7812,884.237393679539,2.4225682018617505,2.3222807329656647,4.981682974559687,1.6281740812843033,2.5887848573912877,0.7917731370217211,0.6227798021600537
02236605,2014,365.0,508.4809660486932,314.2185736012067,1592.9558,1084.4749131627327,2.9711641456513225,2.319868350827255,4.791115459882583,1.0978064371143978,3.1708744933400967,0.6807940973519054,0.6179554291735602
02236605,2015,365.0,926.2813842153114,722.5209277361845,1278.3975,352.11606146339955,0.9647015382558892,2.4560505248176483,4.8503753780466115,1.3848486617680837,2.805870711636095,0.2754355137761137,0.7800231550030121
02236605,2016,363.0,1063.9282611537071,745.5346370918421,1426.4858,362.5576263737586,0.9987813398726132,2.358587041373927,4.94867646015187,1.2592971516856377,3.033438861771728,0.25416139175519004,0.7007376947421211
02236605,2018,365.0,646.9462543602688,432.1632161256097,1550.8492,903.9029830817478,2.4764465289910897,2.359569471624266,4.693784024194984,1.1047051648526538,3.0961768506739813,0.5828438754224707,0.6680048198948972
02236605,2019,365.0,1008.9675122384716,766.0179826594956,1406.7087,397.7411898489307,1.0897018899970703,2.4877423945917103,4.796726561110123,1.2446110162886237,2.960594597104455,0.28274594340166115,0.759209759846505
02236605,2020,365.0,408.2554845572231,319.5095496757828,1312.9354,904.6799102067234,2.4785750964567765,2.414864097650983,4.77526790149741,1.327538850058707,2.83584679973922,0.6890513372668757,0.7826215734059508
02236605,2021,365.0,154.85975758623908,109.71138040156913,1277.8285,1122.9686730663793,3.0766265015517242,2.395417185554172,4.633218288560755,1.3234363507751161,2.7566980230782874,0.8788101695887177,0.708456361495158
02236605,2022,365.0,757.4380807426935,546.3543133411906,1444.9159,687.477828070783,1.883500898824063,2.455851272015656,4.786415228607009,1.209095675557697,3.004041169802302,0.47579089629881155,0.7213187813391583
02236605,2023,365.0,310.8607362217929,246.99848229846236,1199.9192,889.0584942393277,2.435776696546103,2.397100160113859,4.7960398505603985,1.4588936995435318,2.683424365669382,0.7409319744644844,0.7945631387884056
02236700,1998,351.0,753.1018744396408,627.8174658904679,1047.9572,294.8553155971328,0.8400436341798655,,4.824437911847475,1.615884486968978,2.520270416406084,0.2813619952523088,0.8336421501508106
02236700,2000,365.0,0.0,0.0,782.5008,782.5007719993591,2.1438377315050934,,4.824437911847475,2.2503745076662653,1.964930560390311,0.9999999725780826,
02236700,2003,365.0,1303.815008433125,1080.9926851593084,1537.9944,234.17934897396793,0.6415872574629259,2.395260629781178,4.527059242127735,1.074371037855531,3.03011022298356,0.1522628114208977,0.8290997405056749
02240954,1980,365.0,153.38513399662997,72.0533345587572,1236.2089,1082.8236777633188,2.9666402130501885,,4.796857963894331,1.4163085302246436,2.7356578021878515,0.8759229211029843,0.4697543541627723
02240954,1981,365.0,72.61255315734573,31.112747956596408,1156.9115,1084.298952541812,2.970682061758389,,4.796857963894331,1.5133855600012156,2.6198507782352367,0.9372358676157004,0.4284761601644486
02240954,1982,365.0,168.8385160073818,69.00051191854085,1701.28,1532.4414808645665,4.198469810587853,,4.796857963894331,1.029138723003199,3.2816240776052172,0.900757931954278,0.4086775550403681
02240954,1983,365.0,234.53602463291335,91.9108054998597,1664.5203,1429.9841932625945,3.917764913048204,,4.796857963894331,1.0518665317772151,3.2457556958395646,0.8590968968488844,0.39188353108532015
02240954,1984,365.0,132.2593978175399,66.21114674127601,1106.503,974.2436529865982,2.6691606931139678,,4.796857963894331,1.5823301653257902,2.542277542314651,0.8804708233193714,0.5006158188669392
02240954,1985,365.0,177.68867247051267,72.37583431208112,1472.7281,1295.0394178157421,3.548053199495184,,4.796857963894331,1.1888502012527042,3.0395805427136677,0.8793472293790165,0.40731822296714976
02240954,1986,365.0,166.2591310278424,74.13615995899174,1380.9927,1214.733579085683,3.328037202974474,,4.796857963894331,1.2678221887244585,2.928686161771371,0.8796089945940434,0.4459072984483277
02240954,1987,365.0,180.42924035144023,77.47023082338177,1282.8494,1102.4201086704713,3.0203290648506065,,4.796857963894331,1.3648158577851048,2.80036044384233,0.8593527334903116,0.4293662749590099
02240954,1988,365.0,239.15507261494014,78.02004694671665,1646.7189,1407.5638108994642,3.8563392079437375,,4.796857963894331,1.0632374393208945,3.227983503684109,0.8547687372586104,0.3262320388760288
02240954,1989,365.0,78.72970793548903,33.40690099135683,1176.8251,1098.0953347891204,3.0084803692852615,,4.796857963894331,1.4877768978848989,2.649636879877993,0.933099880140925,0.4243239542909314
02240954,1990,365.0,134.7837559175158,47.758849183867376,1146.1918,1011.4080699491834,2.7709810135594064,,4.796857963894331,1.5275394562135545,2.6036169723306255,0.8824073721778983,0.3543368327938165
02240954,1991,365.0,187.02031412982424,71.37412344692117,1512.1742,1325.1539212141088,3.6305586882578322,,4.796857963894331,1.1578382724553158,3.0847262735003453,0.8763235916719518,0.3816383465026974
02240954,1992,365.0,161.58643183824114,62.315382791909116,1422.1724,1260.585992478165,3.453660253364836,,4.796857963894331,1.2311117850594742,2.9795109759593505,0.8863805998660589,0.38564737201630267
02240954,1993,365.0,116.15486439861989,48.02976340362792,1219.6345,1103.479704769471,3.0232320678615645,,4.796857963894331,1.4355555914328564,2.7120652069055433,0.9047626033301058,0.41349764947251394
02240954,1994,365.0,146.11012196100455,62.64777378354058,1444.3416,1298.2313792749574,3.556798299383445,,4.796857963894331,1.2122154579758362,3.0061628363012165,0.8988395970587378,0.4287709362138558
02240954,1995,365.0,94.29543649201635,37.931863110712925,1357.3699,1263.074482331226,3.4604780337841805,,4.796857963894331,1.2898865604636618,2.8987397060276012,0.930530806239286,0.4022661596558226
02240954,1996,365.0,153.33698547701192,53.755462741393245,1481.5516,1328.214627376992,3.6389441845944988,,4.796857963894331,1.181769919172838,3.049808146524365,0.8965024203909161,0.350570754825829
02240954,1997,365.0,189.3841771644066,66.34319194183176,1546.5024,1357.118313832908,3.7181323666655013,,4.796857963894331,1.1321373377395787,3.122823892351374,0.8775403630135021,0.3503101100375375
02240954,1998,365.0,257.5945799566717,117.43919104382228,1441.2047,1183.6101405404597,3.2427675083300267,,4.796857963894331,1.2148538943479614,3.002421437185884,0.8212644121656446,0.4559070732915885
02240954,1999,365.0,102.5813381609564,40.77573350382596,1178.5897,1076.0083587231989,2.947968106090956,,4.796857963894331,1.4855493176422514,2.6522533078132415,0.9129626187386964,0.39749660352301447
02240954,2000,365.0,74.02124127417153,27.79703696938298,982.28265,908.2614068123763,2.488387415924319,,4.796857963894331,1.7824331418587787,2.337227819992278,0.9246436382550219,0.37552784161540786
02240954,2001,365.0,76.40023670063385,29.082361897931076,1213.1641,1136.7637852682076,3.1144213295019387,2.387464551790435,4.748782744532565,1.4287479783917405,2.6931092378546,0.9370239528243589,0.3806580078002532
02240902,1980,365.0,223.77742496737707,196.37711885856342,1220.221,996.4435127615047,2.7299822267438487,,4.77554637186396,1.4284908234335554,2.7086005322196534,0.8166090862432908,0.877555539336427
02240902,1981,365.0,51.94708786428881,41.4732509933518,1149.8633,1097.9162343937069,3.00798968327043,,4.77554637186396,1.5158971106856063,2.6053316548761836,0.9548232840344095,0.7983748983523428
02240902,1982,365.0,203.91703349282292,166.92568296314278,1657.6245,1453.707462967138,3.982760172512707,,4.77554637186396,1.0515496201989645,3.231830150683244,0.8769823640335921,0.8185960736282382
02240902,1983,365.0,344.31859939103947,281.81052691066253,1668.6975,1324.3788722276129,3.6284352663770214,,4.77554637186396,1.0445718385324174,3.2427467586488743,0.7936602436792916,0.8184586235221435
02240902,1984,365.0,250.98395715528486,216.24053811307908,1140.6423,889.6584054393196,2.4374202888748484,,4.77554637186396,1.5281516158019635,2.5913541921202867,0.7799626394118269,0.8615711560372368
02240902,1985,365.0,218.69781165724223,181.83766989002274,1398.2355,1179.5376505314784,3.2316100014561053,,4.77554637186396,1.2466243766520906,2.9447397100620227,0.8435901339756985,0.8314562844140885
02240902,1986,365.0,211.1523046976946,173.5768739664439,1315.1737,1104.0214013569928,3.02471616810135,,4.77554637186396,1.3253568085384648,2.8388659543643047,0.8394491132801627,0.8220458413416458
02240902,1987,365.0,279.41295411048276,235.32160369812877,1243.3503,963.9373320156541,2.640924197303162,,4.77554637186396,1.4019173575898771,2.7412738444685747,0.77527411189881,0.8422000491970039
02240902,1988,365.0,246.79486298390597,194.48621762056192,1543.5431,1296.748189689434,3.552734766272422,,4.77554637186396,1.1292683930216634,3.1132217581406976,0.8401114276636619,0.7880480787529389
02240902,1989,365.0,48.58620052196606,42.198075251034155,1162.7137,1114.127500726203,3.052404111578638,,4.77554637186396,1.4991432182257936,2.6246372873027846,0.9582130643978173,0.8685197607076971
02240902,1990,365.0,27.468790778599388,24.086576554347346,1104.185,1076.7163288503068,2.949907750274813,,4.77554637186396,1.578607147564795,2.5350580242816,0.9751230742259578,0.8768706547181871
02240902,1991,365.0,190.14120704654195,163.94291120163808,1525.0457,1334.9045244979527,3.6572726698574045,,4.77554637186396,1.1429654061956547,3.0928951003982625,0.8753210244800264,0.8622166323026909
02240902,1992,365.0,244.34380165289252,207.5292918625692,1399.4916,1155.1478079204717,3.164788514850607,,4.77554637186396,1.245505477983642,2.946285434709847,0.8254053306088248,0.8493331545908379
02240902,1993,365.0,130.21499478033925,113.71297740802667,1216.2992,1086.0841518718823,2.975573018827075,,4.77554637186396,1.433096752713062,2.702998942334529,0.892941602633266,0.8732709900257649
02240902,1994,365.0,209.30141365811218,182.23900242326738,1484.1322,1274.8308361740412,3.4926872223946335,,4.77554637186396,1.174473825988724,3.0467999391641736,0.8589739069933187,0.8707012496387125
02240902,1995,365.0,141.14732492387992,124.82091875596498,1355.0946,1213.9472643095185,3.325882915916489,,4.77554637186396,1.2863119814306625,2.8906607576760233,0.8958394936303632,0.8843307432378212
02240902,1996,365.0,190.03597216180944,163.06210189375764,1422.021,1231.9850773377023,3.3753015817471295,,4.77554637186396,1.2257726366337205,2.9737368327050997,0.86636208658095,0.8580591350090054
02240902,1997,365.0,143.53375380600258,112.26192259578744,1516.9585,1373.4247308436557,3.7628074817634403,,4.77554637186396,1.1490587449945773,3.083908598635504,0.905380558782787,0.7821290784850403
02240902,1998,365.0,545.7133101348411,464.76448745737775,1389.0603,843.3469439621438,2.310539572499024,,4.77554637186396,1.2548587144122478,2.9333999082990494,0.6071348683005405,0.8516641958806876
02240902,1999,365.0,28.9152318399304,26.037550032618757,1071.5485,1042.6332110006458,2.8565293452072487,,4.77554637186396,1.6266874412910493,2.4832383317321596,0.9730154519920018,0.9004786880754759
02240902,2000,365.0,0.05062875163114398,0.00975730352831813,981.61304,981.5624426900192,2.689212171753477,,4.77554637186396,1.7757246082053877,2.3332379378385903,0.9999484578775515,0.1927225778625753
