,02236350_event_rainfall,02237734_event_rainfall,02236500_event_rainfall,02236605_event_rainfall,02236700_event_rainfall,02240954_event_rainfall,02240902_event_rainfall,02231342_event_rainfall,02231396_event_rainfall,02231454_event_rainfall,02231458_event_rainfall,02231600_event_rainfall,02232155_event_rainfall,02232200_event_rainfall,02232415_event_rainfall,02233001_event_rainfall,02233200_event_rainfall,02233460_event_rainfall,02233473_event_rainfall,02234308_event_rainfall,02234324_event_rainfall,02234990_event_rainfall,02234344_event_rainfall,02234998_event_rainfall,02234400_event_rainfall,02234635_event_rainfall,02234384_event_rainfall,02234365_event_rainfall,022349993_event_rainfall,02235000_event_rainfall,02233475_event_rainfall,02233484_event_rainfall,02233500_event_rainfall,02234180_event_rainfall,02235200_event_rainfall,02246000_event_rainfall,02244320_event_rainfall,02244333_event_rainfall,02245255_event_rainfall,02245260_event_rainfall,02245328_event_rainfall,02246150_event_rainfall,02244473_event_rainfall,02245050_event_rainfall,02245140_event_rainfall,02245500_event_rainfall,02246318_event_rainfall,02246300_event_rainfall,02246459_event_rainfall,02246828_event_rainfall,02246832_event_rainfall,02246515_event_rainfall,02246520_event_rainfall,02246359_event_rainfall,02231280_event_rainfall,02231268_event_rainfall
1992-09-24 00:00:00+00:00,,,,,,,1.0767598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.732169,4.8960257,,9.164667,,,9.919225,4.970281,,7.104693,,,9.253865,,9.354281,,,8.675334,9.165074,6.8950815,5.2693267
1992-09-25 00:00:00+00:00,,1.0751824,,,,0.76699203,,,,,,,,,,,,,,,,,,,,,1.3780425,1.3811111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-26 00:00:00+00:00,,,,,,,0.62831527,,,,,,,,,0.53773075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4519439,,2.4328,,,1.9217501,0.873752,,,,,,,0.7499615,,,,,1.2289999,1.0893077
1992-09-28 00:00:00+00:00,,1.3344933,,,,,0.17857358,,,,,,,,,3.3452308,,,,,,,,,,,2.036021,1.9983333,,,,,,,,,,,,,,,,,,,,0.2202317,,,,,0.34125,,,
1992-09-29 00:00:00+00:00,,,,,,0.068335995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2671795,,,,,,
1992-09-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28646666,,,,0.05542975,,0.0064015747,,,,,,,,,,,
1992-10-02 00:00:00+00:00,,9.48588,,,,12.457089,12.473727,,,,,,,,,3.8573844,,,,,,,,,,,7.311808,7.4909997,,,,,,,,16.467085,8.416689,,10.111167,,,15.523924,11.504926,,10.939614,,,17.018108,,16.611858,,,17.617834,16.967854,,18.040346
1992-10-04 00:00:00+00:00,,,,,,5.644584,3.924799,,,,,,,,,1.3045288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1163468,,,,,,,,,,,,,,,,,,,
1992-10-06 00:00:00+00:00,,2.0655875,,,,,,,,,,,,,,2.5367599,,,,,,,,,,,2.7411702,2.7773333,,,,,,,,,,,2.0249333,,,1.4144,1.514157,,1.304362,,,,,1.2142437,,,0.9734999,,,
1992-10-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4665261,,,,,,,,,,,,0.7028903,,,,,,0.78477776,1.471473,1.6587307
1992-10-08 00:00:00+00:00,,,,,,0.457784,0.32053155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-10 00:00:00+00:00,,1.0595068,,,,0.45644802,,,,,,,,,,2.1129904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3206596,1.2296666,,,,,,,,0.24724846,,,,,,0.49275002,0.014983471,,0.24591336,,,0.1972683,,0.47533336,,,0.45875,,0.27641892,0.00775
1992-10-22 00:00:00+00:00,,,,,,,,,,,,,,,,0.3304135,,,,,,,,,,,0.5036596,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-23 00:00:00+00:00,,0.1714527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19708672,,,,,,,,,,,,,,,,,,,
1992-10-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5255532,0.52933335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-02 00:00:00+00:00,,0.33933783,,,,0.10449599,0.092543535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22455406,0.20334616
1992-11-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7647704,,,,,,,,,,,,,,,,,,,
1992-11-05 00:00:00+00:00,,2.3719125,,,,1.0377281,1.0877087,,,,,,,,,,,,,,,,,,,,0.83868086,0.91422224,,,,,,,,1.0685198,,,,,,,,,,,,0.9019268,,0.37925643,,,0.67316663,0.7896296,0.7770541,0.5897308
1992-11-07 00:00:00+00:00,,,,,,0.14552,0.1259129,,,,,,,,,,,,,,,,,,,,0.33363828,0.35155556,,,,,,,,0.10124008,0.4424898,,,,,,,,,,,,,,,,,,,
1992-11-08 00:00:00+00:00,,0.47032434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-09 00:00:00+00:00,,,,,,,,,,,,,,,,0.4355096,,,,,,,,,,,0.3012979,0.29788888,,,,,,,,0.040885177,,,,,,0.25615,,,,,,0.047109753,,0.24649999,,,0.21900001,,0.008148649,0.05984615
1992-11-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7603403,,,,,,0.52970004,,,,,,0.69080484,,0.6022436,,,0.66558325,0.6954074,1.1735675,1.3394423
1992-11-12 00:00:00+00:00,,0.7395338,,,,1.1826481,1.0596156,,,,,,,,,0.23628847,,,,,,,,,,,0.2750638,0.28555554,,,,,,,,,0.0048775515,,,,,,0.67040503,,0.71371657,,,,,,,,,,,
1992-11-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2909624,,,0.105466664,,,0.159375,,,,,,0.2402561,,0.18197437,,,0.20433334,0.23907408,0.5348244,0.73448074
1992-11-17 00:00:00+00:00,,,,,,,,,,,,,,,,0.58685577,,,,,,,,,,,0.12389363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-18 00:00:00+00:00,,0.25538513,,,,,,,,,,,,,,,,,,,,,,,,,,0.3787778,,,,,,,,,0.37286222,,,,,,,,,,,,,,,,,,,
1992-11-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6925532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-20 00:00:00+00:00,,0.6471554,,,,1.8324959,1.2747087,,,,,,,,,1.1189616,,,,,,,,,,,,1.0278889,,,,,,,,1.2059,1.3127296,,1.1826668,,,1.0768,0.8343223,,0.89480317,,,1.4905853,,1.0538718,,,1.1138333,1.4072964,2.2386217,2.8144038
1992-11-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6112553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-22 00:00:00+00:00,,1.3039258,,,,0.55836,0.5727808,,,,,,,,,2.3536441,,,,,,,,,,,,1.9675556,,,,,,,,0.57619417,1.9301277,,1.9537998,,,1.376325,1.267,,1.308378,,,0.5790975,,0.8430128,,,0.7816667,0.6507038,0.88906765,1.0741923
1992-11-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4552765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-24 00:00:00+00:00,,4.884926,,,,,,,,,,,,,,2.3872018,,,,,,,,,,,,4.4014444,,,,,,,,,2.9753575,,1.4539,,,,0.9045454,,0.7335827,,,,,,,,,,,
1992-11-25 00:00:00+00:00,,,,,,1.6798398,1.798015,,,,,,,,,,,,,,,,,,,,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5588392,2.3341377,,4.1651,,,2.3650498,4.0870004,,3.723496,,,1.3282439,,2.0524871,,,1.7856667,1.4192222,1.4865135,1.1560385
1992-11-27 00:00:00+00:00,,1.7149391,,,,0.7292479,0.9834835,,,,,,,,,,,,,,,,,,,,0.8973829,0.9738889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-02 00:00:00+00:00,,0.050459463,,,,0.43484798,0.34593096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-05 00:00:00+00:00,,,,,,0.048824005,0.05008108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-10 00:00:00+00:00,,0.8641486,,,,1.2997282,1.1741532,,,,,,,,,1.3800288,,,,,,,,,,,0.9418937,0.90344447,,,,,,,,1.3079499,0.6114847,,0.7427333,,,1.013425,0.8606529,,0.9131417,,,1.4056829,,1.0647564,,,1.1354167,1.316963,1.526581,1.5744424
1992-12-26 00:00:00+00:00,,,,,,0.613896,0.5431412,,,,,,,,,0.74598086,,,,,,,,,,,,,,,,,,,,0.19712527,,,,,,0.24892502,,,,,,0.22313413,,0.16579488,,,,0.19140741,0.22266217,0.20534615
1992-12-27 00:00:00+00:00,,0.23676352,,,,,,,,,,,,,,,,,,,,,,,,,0.23329787,0.23133333,,,,,,,,,0.34316835,,0.22496669,,,,0.2410744,,0.22496851,,,,,,,,,,,
1992-12-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8977234,0.13211112,,,,,,,,,0.06946939,,,,,,,,,,,,,,,,,,,
1993-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,0.24874039,,,,,,,,,,,,,,,,,,,,0.16544676,,,,,,0.49067497,,,,,,0.25308537,,0.39278203,,,,0.28785187,0.44175678,0.56021154
1993-01-03 00:00:00+00:00,,0.8794528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7072396,,,,,,,,,,,,,,,,,,,
1993-01-04 00:00:00+00:00,,,,,,1.74256,1.8982704,,,,,,,,,0.40494233,,,,,0.743119,,,,,,,,,,,,,,,1.9657872,,,4.862167,4.7002306,,2.07445,3.4149094,,3.603929,2.7190964,,1.8867317,,2.1203332,,,,1.8372221,1.7093513,1.6575578
1993-01-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4122245,,,,,,,,,,,,,,,,,,,
1993-01-06 00:00:00+00:00,,0.054175682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63447505,,,,,,,,,,,,,,
1993-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,1.7893846,,,,,1.7669882,,,,,,,,,,,,,,,,2.0693672,,3.0634665,2.9865735,,,3.1348348,,3.2903857,2.7572064,,,,,,,,,,3.666
1993-01-08 00:00:00+00:00,,2.680385,,,,3.205096,3.1320632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3019688,,,,,,4.031625,,,,,,3.539988,,4.1569104,,,,3.5947406,3.716743,
1993-01-09 00:00:00+00:00,,,,,,,,,,,,,,,,0.97600967,,,,,1.0117738,,,,,,,,,,,,,,,,0.7019541,,1.0631,1.0928812,,,1.0593637,,1.055819,0.75800806,,,,,,,,,,
1993-01-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2595675,1.9033848
1993-01-11 00:00:00+00:00,,,,,,0.46280798,0.5276997,,,,,,,,,0.8315962,,,,,0.5462023,,,,,,,,,,,,,,,0.67787474,,,,,,1.2276499,,,,0.5078767,,1.0193049,,1.285218,,,,1.1941851,,
1993-01-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2587026,1.3379999
1993-01-13 00:00:00+00:00,,1.2355405,,,,0.169912,0.2581922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7578622,,,,,,0.79709995,,,,0.62403756,,0.80035365,,0.76160264,,,,0.7635926,,
1993-01-14 00:00:00+00:00,,,,,,,,,,,,,,,,2.0642982,,,,,2.2333808,,,,,,,,,,,,,,,,2.0657246,,,1.3336154,,,1.0860661,,,,,,,,,,,,,
1993-01-15 00:00:00+00:00,,3.3113983,,,,2.520488,2.574877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4216454,,,2.7579668,,,2.9958,,,2.8210394,2.7302523,,2.3684635,,2.9377434,,,,2.461148,2.3785675,2.3726346
1993-01-16 00:00:00+00:00,,,,,,,,,,,,,,,,1.8788364,,,,,2.21525,,,,,,,,,,,,,,,,1.4684031,,,2.0397832,,,1.8409421,,,,,,,,,,,,,
1993-01-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7467307,,,1.4076668,0.78834265,,1.52525,,,0.4835984,0.59350127,,0.730744,,1.4095128,,,,0.8002963,0.7281621,0.6743654
1993-01-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08115702,,,,,,,,,,,,,
1993-01-22 00:00:00+00:00,,,,,,0.073047996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-24 00:00:00+00:00,,,,,,1.007024,1.0178919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-25 00:00:00+00:00,,3.7324662,,,,,,,,,,,,,,3.1306152,,,,,3.2514763,,,,,,,,,,,,,,,1.8928308,4.2176785,,2.8264668,2.711888,,2.0175748,2.1258595,,1.9508898,2.2062762,,1.7525365,,1.7995898,,,,1.6464813,1.7894595,1.768904
1993-01-26 00:00:00+00:00,,,,,,2.6877282,2.7397265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-27 00:00:00+00:00,,2.3425336,,,,,,,,,,,,,,1.6651634,,,,,1.9540714,,,,,,,,,,,,,,,,1.4575918,,1.1700333,1.0746573,,,0.6455041,,0.64766926,,,,,,,,,,,
1993-02-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81739664,,,,,,0.546125,,,,,,0.83406097,,0.6284231,,,,0.7174074,0.9926216,1.066423
1993-02-06 00:00:00+00:00,,0.9808918,,,,1.9950798,2.0144355,,,,,,,,,0.34933656,,,,,0.7142262,,,,,,,,,,,,,,,,0.5861734,,1.1909,1.1602938,,,1.3845785,,1.4827322,2.0406141,,,,,,,,,,
1993-02-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2060416,,,,,,2.2666001,,,,,,2.3079755,,2.4009101,,,,2.3099258,2.4483378,2.4232116
1993-02-09 00:00:00+00:00,,0.6999729,,,,,,,,,,,,,,0.9024231,,,,,0.7123333,,,,,,,,,,,,,,,,1.3878827,,,,,,,,,,,,,,,,,,,
1993-02-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79069936,,,2.3563666,2.379727,,1.1101,1.6716448,,1.4830707,1.1293085,,0.70658535,,0.8629103,,,,0.64540744,0.46525675,
1993-02-11 00:00:00+00:00,,1.7202568,,,,1.0998641,1.155883,,,,,,,,,0.60691345,,,,,1.3823334,,,,,,,,,,,,,,,,2.4513776,,,,,,,,,,,,,,,,,,,0.39305773
1993-02-16 00:00:00+00:00,,0.6473446,,,,0.605984,0.3561862,,,,,,,,,,,,,,0.27779764,,,,,,,,,,,,,,,0.22136533,,,,,,0.122925006,,,,0.1179571,,,,0.124987185,,,,,0.17952703,0.15882692
1993-02-17 00:00:00+00:00,,,,,,,,,,,,,,,,0.25025964,,,,,,,,,,,,,,,,,,,,,0.12338265,,,,,,,,,,,,,,,,,,,
1993-02-22 00:00:00+00:00,,2.5252702,,,,4.916248,4.553138,,,,,,,,,1.2084615,,,,,1.7662262,,,,,,,,,,,,,,,3.537578,2.351265,,2.9838336,2.930014,,3.9090996,3.408198,,3.419252,3.81107,,3.324829,,3.904654,,,,3.4162223,2.7995949,2.359019
1993-02-25 00:00:00+00:00,,,,,,3.500576,3.0674355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5102233,,,,,,,1.7994461,,,1.7319651,,1.0661585,,,,,,0.97325927,1.1725541,1.3213078
1993-02-26 00:00:00+00:00,,1.2566892,,,,,,,,,,,,,,1.0470865,,,,,1.082381,,,,,,,,,,,,,,,,1.4161633,,1.4196,1.4593846,,0.79695,,,1.4323229,,,,,0.7048205,,,,,,
1993-03-03 00:00:00+00:00,,1.6973919,,,,2.541392,2.3317237,,,,,,,,,,,,,,2.4014049,,,,,,,,,,,,,,,2.3101544,2.9003165,,,,,2.9140499,2.4417355,,2.5849056,2.3923056,,2.4315853,,2.5609357,,,,2.3434443,2.5777838,2.568327
1993-03-04 00:00:00+00:00,,,,,,,,,,,,,,,,0.68520194,,,,,,,,,,,,,,,,,,,,,,,2.1137333,1.9911817,,,,,,,,,,,,,,,,
1993-03-07 00:00:00+00:00,,0.2356284,,,,,,,,,,,,,,0.25125003,,,,,0.27291667,,,,,,,,,,,,,,,,0.028382653,,,,,,,,,,,,,,,,,,,
1993-03-12 00:00:00+00:00,,,,,,3.9844398,3.8561714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0379791,,,,,,,,,,3.2260163,,2.9090245,,,,,,3.089926,3.526054,3.8840384
1993-03-13 00:00:00+00:00,,2.6150947,,,,,,,,,,,,,,4.9675865,,,,,3.5559049,,,,,,,,,,,,,,,,3.2213416,,2.9759336,2.9315944,,2.831625,2.7281156,,2.5853229,,,,,2.7720768,,,,,,
1993-03-16 00:00:00+00:00,,,,,,,3.6871471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9423778,3.4951377,,3.3691335,3.5576851,,2.8831496,4.3696775,,3.9799607,4.024997,,2.5518413,,2.8539488,,,,2.6341481,2.3093784,2.1466732
1993-03-17 00:00:00+00:00,,2.43525,,,,3.382632,,,,,,,,,,2.1867309,,,,,1.719619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1530666,1.4226713,,,1.524281,,1.6342283,,,,,,,,,,,
1993-03-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5695459,,,,,,,,,,,,,,,,,,,
1993-03-20 00:00:00+00:00,,1.0847838,,,,,,,,,,,,,,2.0451443,,,,,0.89744043,,,,,,,,,,,,,,,,,,0.61076665,,,0.402775,,,,,,0.20556097,,,,,,0.1998889,,
1993-03-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5118367,,,0.34216085,,,,,,,,,,,,,,,0.18563512,0.22298077
1993-03-23 00:00:00+00:00,,3.442061,,,,,,,,,,,,,,3.903067,,,,,3.198238,,,,,,,,,,,,,,,0.17914614,2.242801,,1.3996665,1.3094194,,0.96099997,0.75348765,,0.63650393,0.5067721,,0.3422317,,0.5577308,,,,0.26822224,0.44663516,0.54271156
1993-03-25 00:00:00+00:00,,,,,,1.12696,1.1117778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9553549,,,0.965,0.85442656,,2.2818,0.82001656,,1.003441,1.3334343,,2.4867682,,2.5200126,,,,2.567037,3.3541348,4.0169806
1993-03-26 00:00:00+00:00,,1.2293985,,,,,,,,,,,,,,1.169327,,,,,1.1165476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31 00:00:00+00:00,,2.0015204,,,,2.399328,2.0234113,,,,,,,,,2.9365385,,,,,3.7317855,,,,,,,,,,,,,,,1.4489269,1.1273469,,0.6063667,0.61705595,,1.4092,0.94228923,,0.9088031,1.3291637,,1.3559268,,1.5904744,,,,1.4316297,1.3127297,1.2309229
1993-04-04 00:00:00+00:00,,1.3073311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-05 00:00:00+00:00,,,,,,1.0095999,1.057946,,,,,,,,,1.0498366,,,,,1.1087023,,,,,,,,,,,,,,,0.49944672,0.79310715,,0.7823334,0.7897693,,0.992575,0.9000414,,0.85959053,0.85700274,,0.46798784,,1.0193077,,,,0.63748145,0.729946,0.88617307
1993-04-09 00:00:00+00:00,,0.082540534,,,,0.33033603,0.40876573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6890188,,,0.61200005,0.5212587,,0.746425,0.6933802,,0.74759847,0.6327024,,0.848244,,0.83393586,,,,0.8921852,0.7208108,0.67009616
1993-04-15 00:00:00+00:00,,2.2433784,,,,1.3258,1.1275284,,,,,,,,,1.6964327,,,,,1.9751905,,,,,,,,,,,,,,,0.47315866,0.45213777,,,,,,,,,0.6156219,,,,,,,,,,
1993-04-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57706666,0.5946923,,0.36635002,0.66138846,,0.5965985,,,,,0.3062436,,,,,,
1993-04-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13708141,,,,,,0.266075,,,,,,0.21384147,,0.32315385,,,,0.23877779,0.4243784,0.6312307
1993-05-03 00:00:00+00:00,,,,,,0.67156,0.7013724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8692568,,,1.5174668,1.63679,,1.418175,1.1454794,,1.5307243,1.5464692,,0.74591464,,0.9453718,,,,0.7266666,1.1912568,1.5896345
1993-05-04 00:00:00+00:00,,0.13500676,,,,,,,,,,,,,,,,,,,0.4497857,,,,,,,,,,,,,,,,0.8219592,,,,,,,,,,,,,,,,,,,
1993-05-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47492346,,,,,,,,,,,,,,,,,,,
1993-05-13 00:00:00+00:00,,0.46423644,,,,0.528888,0.5397147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22966328,,,,,,,,,0.2049839,,,,,,,,,,
1993-05-28 00:00:00+00:00,,5.090412,,,,4.2842402,3.77809,,,,,,,,,2.4783363,,,,,3.9629524,,,,,,,,,,,,,,,,3.36049,,4.0233665,3.962888,,2.4486,3.527422,,3.104732,2.7001123,,1.6370366,,2.1091027,,,,1.6802963,1.3222837,1.1954424
1993-05-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92525893,,,,,,,,,,,,,,,,,,,,
1993-05-30 00:00:00+00:00,,1.6079323,,,,,,,,,,,,,,1.3400865,,,,,2.1405597,,,,,,,,,,,,,,,,1.0375305,,,,,,,,,,,,,,,,,,,
1993-05-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24033335,0.1633986,,,0.06731404,,0.061897635,,,,,,,,,,,
1993-06-01 00:00:00+00:00,,,,,,0.346008,0.3637718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031182304,,,,,,,,,,
1993-06-02 00:00:00+00:00,,0.52218246,,,,,,,,,,,,,,,,,,,1.2551429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-11 00:00:00+00:00,,,,,,1.197776,1.1560601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-12 00:00:00+00:00,,0.9391216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-13 00:00:00+00:00,,,,,,1.332496,1.8949158,,,,,,,,,0.6555673,,,,,0.7298929,,,,,,,,,,,,,,,1.7884991,0.09577551,,,,,0.72520006,0.77478516,,0.4523622,1.4138017,,1.838061,,0.730859,,,,1.472,1.9911486,2.0945385
1993-06-14 00:00:00+00:00,,0.6635338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14246666,0.42711893,,,,,,,,,,,,,,,,
1993-06-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.2658929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-16 00:00:00+00:00,,0.56457436,,,,,,,,,,,,,,0.9016923,,,,,,,,,,,,,,,,,,,,,0.08085205,,,,,,,,,,,,,,,,,,,
1993-06-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27241838,,,,,,,,,,,,,,,,,,,
1993-06-20 00:00:00+00:00,,,,,,,,,,,,,,,,0.06104808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-22 00:00:00+00:00,,0.56533784,,,,0.47863203,0.5344174,,,,,,,,,0.10484616,,,,,0.681369,,,,,,,,,,,,,,,2.3402567,1.8052704,,1.9624666,,,0.97397506,2.2648098,,2.9013069,1.9551609,,2.5515244,,1.0896666,,,,2.1882594,2.8684595,2.4978461
1993-06-24 00:00:00+00:00,,,,,,4.389512,3.5238857,,,,,,,,,1.0042981,,,,,0.91654766,,,,,,,,,,,,,,,,3.6013775,,,,,,0.9913801,,,,,,,,,,,,,
1993-06-25 00:00:00+00:00,,2.0316892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7640877,,,,,,,,,,0.39217424,,0.65791464,,,,,,0.71418524,0.9321081,0.90973073
1993-06-26 00:00:00+00:00,,,,,,3.9671035,3.5056908,,,,,,,,,,,,,,1.675643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-27 00:00:00+00:00,,2.1255946,,,,,,,,,,,,,,2.0666537,,,,,,,,,,,,,,,,,,,,4.8184404,1.8129642,,2.0348334,2.174105,,3.10605,2.9301324,,3.4054253,4.019512,,5.755098,,3.444795,,,,5.381815,4.6716757,4.191596
1993-06-28 00:00:00+00:00,,,,,,4.0524397,4.123808,,,,,,,,,,,,,,1.7947975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-29 00:00:00+00:00,,2.0764122,,,,,,,,,,,,,,1.4741153,,,,,,,,,,,,,,,,,,,,2.3323967,1.7370765,,4.34,4.6316013,,2.4859748,4.2726946,,4.236543,3.4792256,,,,2.2798207,,,,,,
1993-06-30 00:00:00+00:00,,,,,,2.294664,2.58594,,,,,,,,,,,,,,0.9331549,,,,,,,,,,,,,,,,,,,,,,,,,,,2.833683,,,,,,2.7599628,2.1017704,
1993-07-01 00:00:00+00:00,,1.6800878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1080418,0.5843776,,,,,1.7713501,1.4003059,,1.5209763,1.7060591,,,,1.877128,,,,,,1.3049424
1993-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,0.7120576,,,,,0.5740833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-06 00:00:00+00:00,,,,,,2.277536,2.2556338,,,,,,,,,1.0139519,,,,,0.954,,,,,,,,,,,,,,,1.1608914,,,,,,,,,,1.3216326,,0.5776463,,,,,,0.08859258,0.7403108,0.7823077
